Final_Code	Final_Name	Status	Partner_Agency	639_3	639_2	639_2_B	639_1	Common_Twitter_Wiki_Code	Twitter_CLD_Only_Code	Wiki_Only_Code	Reference_Name	Element_Scope	Language_Type	Documentation
ryu	Central Okinawan	A	SIL	ryu							Central Okinawan	I	L	SIL
saa	Saba	A	SIL	saa							Saba	I	L	SIL
sab	Buglere	A	SIL	sab							Buglere	I	L	SIL
sac	Meskwaki	A	SIL	sac							Meskwaki	I	L	SIL
sad	Sandawe	A	JAC	sad	sad						Sandawe	I	L	SIL
sae	Sabanê	A	SIL	sae							Sabanê	I	L	SIL
saf	Safaliba	A	SIL	saf							Safaliba	I	L	SIL
sag	Sango	A	JAC	sag	sag		sg	sg			Sango	I	L	SIL
sah	Yakut	A	JAC	sah	sah						Yakut	I	L	SIL
saj	Sahu	A	SIL	saj							Sahu	I	L	SIL
sak	Sake	A	SIL	sak							Sake	I	L	SIL
sam	Samaritan Aramaic	A	JAC	sam	sam						Samaritan Aramaic	I	E	SIL
san	Sanskrit	A	JAC	san	san		sa	sa			Sanskrit	I	A	
sao	Sause	A	SIL	sao							Sause	I	L	SIL
sap	Sanapaná	A	SIL	sap							Sanapaná	I	L	SIL
saq	Samburu	A	SIL	saq							Samburu	I	L	SIL
sar	Saraveca	A	SIL	sar							Saraveca	I	E	SIL
sas	Sasak	A	JAC	sas	sas						Sasak	I	L	SIL
sat	Santali	A	JAC	sat	sat						Santali	I	L	SIL
sau	Saleman	A	SIL	sau							Saleman	I	L	SIL
sav	Saafi-Saafi	A	SIL	sav							Saafi-Saafi	I	L	SIL
saw	Sawi	A	SIL	saw							Sawi	I	L	SIL
sax	Sa	A	SIL	sax							Sa	I	L	SIL
say	Saya	A	SIL	say							Saya	I	L	SIL
saz	Saurashtra	A	SIL	saz							Saurashtra	I	L	SIL
sba	Ngambay	A	SIL	sba							Ngambay	I	L	SIL
sbb	Simbo	A	SIL	sbb							Simbo	I	L	SIL
sbc	Kele (Papua New Guinea)	A	SIL	sbc							Kele (Papua New Guinea)	I	L	SIL
sbd	Southern Samo	A	SIL	sbd							Southern Samo	I	L	SIL
sbe	Saliba	A	SIL	sbe							Saliba	I	L	SIL
sbf	Shabo	A	SIL	sbf							Shabo	I	L	SIL
sbg	Seget	A	SIL	sbg							Seget	I	L	SIL
sbh	Sori-Harengan	A	SIL	sbh							Sori-Harengan	I	L	SIL
sbi	Seti	A	SIL	sbi							Seti	I	L	SIL
sbj	Surbakhal	A	SIL	sbj							Surbakhal	I	L	SIL
sbk	Safwa	A	SIL	sbk							Safwa	I	L	SIL
sbl	Botolan Sambal	A	SIL	sbl							Botolan Sambal	I	L	SIL
sbm	Sagala	A	SIL	sbm							Sagala	I	L	SIL
sbn	Sindhi Bhil	A	SIL	sbn							Sindhi Bhil	I	L	SIL
sbo	Sabüm	A	SIL	sbo							Sabüm	I	L	SIL
sbp	Sangu (Tanzania)	A	SIL	sbp							Sangu (Tanzania)	I	L	SIL
sbq	Sileibi	A	SIL	sbq							Sileibi	I	L	SIL
sbr	Sembakung Murut	A	SIL	sbr							Sembakung Murut	I	L	SIL
sbs	Subiya	A	SIL	sbs							Subiya	I	L	SIL
sbt	Kimki	A	SIL	sbt							Kimki	I	L	SIL
sbu	Stod Bhoti	A	SIL	sbu							Stod Bhoti	I	L	SIL
sbv	Sabine	A	LL	sbv							Sabine	I	A	
sbw	Simba	A	SIL	sbw							Simba	I	L	SIL
sbx	Seberuang	A	SIL	sbx							Seberuang	I	L	SIL
sby	Soli	A	SIL	sby							Soli	I	L	SIL
sbz	Sara Kaba	A	SIL	sbz							Sara Kaba	I	L	SIL
sca	Sansu	R	SIL	sca							Sansu	I	L	
scb	Chut	A	SIL	scb							Chut	I	L	SIL
sce	Dongxiang	A	SIL	sce							Dongxiang	I	L	SIL
scf	San Miguel Creole French	A	SIL	scf							San Miguel Creole French	I	L	SIL
scg	Sanggau	A	SIL	scg							Sanggau	I	L	SIL
sch	Sakachep	A	SIL	sch							Sakachep	I	L	SIL
sci	Sri Lankan Creole Malay	A	SIL	sci							Sri Lankan Creole Malay	I	L	SIL
sck	Sadri	A	SIL	sck							Sadri	I	L	SIL
scl	Shina	A	SIL	scl							Shina	I	L	SIL
scn	Sicilian	A	JAC	scn	scn						Sicilian	I	L	SIL
sco	Scots	A	JAC	sco	sco		sco	sco			Scots	I	L	SIL
scp	Helambu Sherpa	A	SIL	scp							Helambu Sherpa	I	L	SIL
scq	Sa'och	A	SIL	scq							Sa'och	I	L	SIL
scu	Shumcho	A	SIL	scu							Shumcho	I	L	SIL
scv	Sheni	A	SIL	scv							Sheni	I	L	SIL
scw	Sha	A	SIL	scw							Sha	I	L	SIL
scx	Sicel	A	LL	scx							Sicel	I	A	
sda	Toraja-Sa'dan	A	SIL	sda							Toraja-Sa'dan	I	L	SIL
sdb	Shabak	A	SIL	sdb							Shabak	I	L	SIL
sdd	Semendo	R	SIL	sdd							Semendo	I	L	
sde	Surubu	A	SIL	sde							Surubu	I	L	SIL
sdf	Sarli	A	SIL	sdf							Sarli	I	L	SIL
sdg	Savi	A	SIL	sdg							Savi	I	L	SIL
sdi	Sindang Kelingi	R	SIL	sdi							Sindang Kelingi	I	L	
sdj	Suundi	A	SIL	sdj							Suundi	I	L	SIL
sdk	Sos Kundi	A	SIL	sdk							Sos Kundi	I	L	
sdl	Saudi Arabian Sign Language	A	SIL	sdl							Saudi Arabian Sign Language	I	L	SIL
sdm	Semandang	A	SIL	sdm							Semandang	I	L	SIL
sdo	Bukar-Sadung Bidayuh	A	SIL	sdo							Bukar-Sadung Bidayuh	I	L	SIL
sdp	Sherdukpen	A	SIL	sdp							Sherdukpen	I	L	SIL
sdr	Oraon Sadri	A	SIL	sdr							Oraon Sadri	I	L	SIL
sds	Sened	A	SIL	sds							Sened	I	E	SIL
sdt	Shuadit	A	SIL	sdt							Shuadit	I	E	SIL
sdu	Sarudu	A	SIL	sdu							Sarudu	I	L	SIL
sdx	Sibu Melanau	A	SIL	sdx							Sibu Melanau	I	L	SIL
sdz	Sallands	A	SIL	sdz							Sallands	I	L	SIL
sea	Semai	A	SIL	sea							Semai	I	L	SIL
seb	Shempire Senoufo	A	SIL	seb							Shempire Senoufo	I	L	SIL
sec	Sechelt	A	SIL	sec							Sechelt	I	L	SIL
sed	Sedang	A	SIL	sed							Sedang	I	L	SIL
see	Seneca	A	SIL	see							Seneca	I	L	SIL
sef	Cebaara Senoufo	A	SIL	sef							Cebaara Senoufo	I	L	SIL
seg	Segeju	A	SIL	seg							Segeju	I	L	SIL
seh	Sena	A	SIL	seh							Sena	I	L	SIL
sei	Seri	A	SIL	sei							Seri	I	L	SIL
sej	Sene	A	SIL	sej							Sene	I	L	SIL
sek	Sekani	A	SIL	sek							Sekani	I	L	SIL
sel	Selkup	A	JAC	sel	sel						Selkup	I	L	SIL
sen	Nanerigé Sénoufo	A	SIL	sen							Nanerigé Sénoufo	I	L	SIL
seo	Suarmin	A	SIL	seo							Suarmin	I	L	SIL
sep	Sìcìté Sénoufo	A	SIL	sep							Sìcìté Sénoufo	I	L	SIL
seq	Senara Sénoufo	A	SIL	seq							Senara Sénoufo	I	L	SIL
ser	Serrano	A	SIL	ser							Serrano	I	L	SIL
ses	Koyraboro Senni Songhai	A	SIL	ses							Koyraboro Senni Songhai	I	L	SIL
set	Sentani	A	SIL	set							Sentani	I	L	SIL
seu	Serui-Laut	A	SIL	seu							Serui-Laut	I	L	SIL
sev	Nyarafolo Senoufo	A	SIL	sev							Nyarafolo Senoufo	I	L	SIL
sew	Sewa Bay	A	SIL	sew							Sewa Bay	I	L	SIL
sey	Secoya	A	SIL	sey							Secoya	I	L	SIL
sez	Senthang Chin	A	SIL	sez							Senthang Chin	I	L	SIL
sfb	Langue des signes de Belgique Francophone	A	SIL	sfb							Langue des signes de Belgique Francophone	I	L	SIL
sfe	Eastern Subanen	A	SIL	sfe							Eastern Subanen	I	L	
sfs	South African Sign Language	A	SIL	sfs							South African Sign Language	I	L	SIL
sfw	Sehwi	A	SIL	sfw							Sehwi	I	L	SIL
sga	Old Irish (to 900)	A	JAC	sga	sga						Old Irish (to 900)	I	H	LL
sgb	Mag-antsi Ayta	A	SIL	sgb							Mag-antsi Ayta	I	L	SIL
sgd	Surigaonon	A	SIL	sgd							Surigaonon	I	L	
sge	Segai	A	SIL	sge							Segai	I	L	SIL
sgg	Swiss-German Sign Language	A	SIL	sgg							Swiss-German Sign Language	I	L	SIL
sgh	Shughni	A	SIL	sgh							Shughni	I	L	SIL
sgi	Suga	A	SIL	sgi							Suga	I	L	SIL
sgj	Surgujia	A	SIL	sgj							Surgujia	I	L	
sgk	Sangkong	A	SIL	sgk							Sangkong	I	L	SIL
sgl	Sanglechi-Ishkashimi	R	SIL	sgl							Sanglechi-Ishkashimi	I	L	
sgm	Singa	A	SIL	sgm							Singa	I	E	SIL
sgo	Songa	A	SIL	sgo							Songa	I	L	SIL
sgp	Singpho	A	SIL	sgp							Singpho	I	L	SIL
sgr	Sangisari	A	SIL	sgr							Sangisari	I	L	SIL
sgs	Samogitian	A	SIL	sgs						bat_smg	Samogitian	I	L	
sgt	Brokpake	A	SIL	sgt							Brokpake	I	L	SIL
sgu	Salas	A	SIL	sgu							Salas	I	L	SIL
sgw	Sebat Bet Gurage	A	SIL	sgw							Sebat Bet Gurage	I	L	SIL
sgx	Sierra Leone Sign Language	A	SIL	sgx							Sierra Leone Sign Language	I	L	SIL
sgy	Sanglechi	A	SIL	sgy							Sanglechi	I	L	
sgz	Sursurunga	A	SIL	sgz							Sursurunga	I	L	SIL
sha	Shall-Zwall	A	SIL	sha							Shall-Zwall	I	L	SIL
shb	Ninam	A	SIL	shb							Ninam	I	L	SIL
shc	Sonde	A	SIL	shc							Sonde	I	L	SIL
shd	Kundal Shahi	A	SIL	shd							Kundal Shahi	I	L	
she	Sheko	A	SIL	she							Sheko	I	L	SIL
shg	Shua	A	SIL	shg							Shua	I	L	SIL
shh	Shoshoni	A	SIL	shh							Shoshoni	I	L	SIL
shi	Tachelhit	A	SIL	shi							Tachelhit	I	L	SIL
shj	Shatt	A	SIL	shj							Shatt	I	L	SIL
shk	Shilluk	A	SIL	shk							Shilluk	I	L	SIL
shl	Shendu	A	SIL	shl							Shendu	I	L	SIL
shm	Shahrudi	A	SIL	shm							Shahrudi	I	L	SIL
shn	Shan	A	JAC	shn	shn						Shan	I	L	SIL
sho	Shanga	A	SIL	sho							Shanga	I	L	SIL
shp	Shipibo-Conibo	A	SIL	shp							Shipibo-Conibo	I	L	SIL
shq	Sala	A	SIL	shq							Sala	I	L	SIL
shr	Shi	A	SIL	shr							Shi	I	L	SIL
shs	Shuswap	A	SIL	shs							Shuswap	I	L	SIL
sht	Shasta	A	SIL	sht							Shasta	I	E	SIL
shv	Shehri	A	SIL	shv							Shehri	I	L	SIL
shw	Shwai	A	SIL	shw							Shwai	I	L	SIL
shx	She	A	SIL	shx							She	I	L	SIL
shy	Tachawit	A	SIL	shy							Tachawit	I	L	SIL
shz	Syenara Senoufo	A	SIL	shz							Syenara Senoufo	I	L	SIL
sia	Akkala Sami	A	SIL	sia							Akkala Sami	I	E	SIL
sib	Sebop	A	SIL	sib							Sebop	I	L	SIL
sic	Malinguat	R	SIL	sic							Malinguat	I	L	
sid	Sidamo	A	JAC	sid	sid						Sidamo	I	L	SIL
sie	Simaa	A	SIL	sie							Simaa	I	L	SIL
sif	Siamou	A	SIL	sif							Siamou	I	L	SIL
sig	Paasaal	A	SIL	sig							Paasaal	I	L	SIL
sih	Zire	A	SIL	sih							Zire	I	L	SIL
sii	Shom Peng	A	SIL	sii							Shom Peng	I	L	SIL
sij	Numbami	A	SIL	sij							Numbami	I	L	SIL
sik	Sikiana	A	SIL	sik							Sikiana	I	L	SIL
sil	Tumulung Sisaala	A	SIL	sil							Tumulung Sisaala	I	L	SIL
sim	Mende (Papua New Guinea)	A	SIL	sim							Mende (Papua New Guinea)	I	L	SIL
sin	Sinhala	A	JAC	sin	sin		si	si			Sinhala	I	L	SIL
sip	Sikkimese	A	SIL	sip							Sikkimese	I	L	SIL
siq	Sonia	A	SIL	siq							Sonia	I	L	SIL
sir	Siri	A	SIL	sir							Siri	I	L	SIL
sis	Siuslaw	A	SIL	sis							Siuslaw	I	E	SIL
siu	Sinagen	A	SIL	siu							Sinagen	I	L	SIL
siv	Sumariup	A	SIL	siv							Sumariup	I	L	SIL
siw	Siwai	A	SIL	siw							Siwai	I	L	SIL
six	Sumau	A	SIL	six							Sumau	I	L	SIL
siy	Sivandi	A	SIL	siy							Sivandi	I	L	SIL
siz	Siwi	A	SIL	siz							Siwi	I	L	SIL
sja	Epena	A	SIL	sja							Epena	I	L	SIL
sjb	Sajau Basap	A	SIL	sjb							Sajau Basap	I	L	SIL
sjd	Kildin Sami	A	SIL	sjd							Kildin Sami	I	L	SIL
sje	Pite Sami	A	SIL	sje							Pite Sami	I	L	SIL
sjg	Assangori	A	SIL	sjg							Assangori	I	L	SIL
sjk	Kemi Sami	A	LL	sjk							Kemi Sami	I	E	
sjl	Sajalong	A	SIL	sjl							Sajalong	I	L	SIL
sjm	Mapun	A	SIL	sjm							Mapun	I	L	SIL
sjn	Sindarin	A	LL	sjn							Sindarin	I	C	
sjo	Xibe	A	SIL	sjo							Xibe	I	L	SIL
sjp	Surjapuri	A	SIL	sjp							Surjapuri	I	L	SIL
sjr	Siar-Lak	A	SIL	sjr							Siar-Lak	I	L	SIL
sjs	Senhaja De Srair	A	SIL	sjs							Senhaja De Srair	I	E	SIL
sjt	Ter Sami	A	SIL	sjt							Ter Sami	I	L	SIL
sju	Ume Sami	A	SIL	sju							Ume Sami	I	L	SIL
sjw	Shawnee	A	SIL	sjw							Shawnee	I	L	SIL
ska	Skagit	A	SIL	ska							Skagit	I	L	SIL
skb	Saek	A	SIL	skb							Saek	I	L	SIL
skc	Ma Manda	A	SIL	skc							Ma Manda	I	L	SIL
skd	Southern Sierra Miwok	A	SIL	skd							Southern Sierra Miwok	I	L	SIL
ske	Seke (Vanuatu)	A	SIL	ske							Seke (Vanuatu)	I	L	SIL
skf	Sakirabiá	A	SIL	skf							Sakirabiá	I	L	SIL
skh	Sikule	A	SIL	skh							Sikule	I	L	SIL
ski	Sika	A	SIL	ski							Sika	I	L	SIL
skj	Seke (Nepal)	A	SIL	skj							Seke (Nepal)	I	L	SIL
skk	Sok	A	SIL	skk							Sok	I	L	SIL
skl	Selako	R	SIL	skl							Selako	I	L	
skm	Kutong	A	SIL	skm							Kutong	I	L	SIL
skn	Kolibugan Subanon	A	SIL	skn							Kolibugan Subanon	I	L	SIL
sko	Seko Tengah	A	SIL	sko							Seko Tengah	I	L	SIL
skp	Sekapan	A	SIL	skp							Sekapan	I	L	SIL
skq	Sininkere	A	SIL	skq							Sininkere	I	L	SIL
sks	Maia	A	SIL	sks							Maia	I	L	SIL
skt	Sakata	A	SIL	skt							Sakata	I	L	SIL
sku	Sakao	A	SIL	sku							Sakao	I	L	SIL
skv	Skou	A	SIL	skv							Skou	I	L	SIL
skw	Skepi Creole Dutch	A	SIL	skw							Skepi Creole Dutch	I	E	SIL
skx	Seko Padang	A	SIL	skx							Seko Padang	I	L	SIL
sky	Sikaiana	A	SIL	sky							Sikaiana	I	L	SIL
skz	Sekar	A	SIL	skz							Sekar	I	L	SIL
slb	Kahumamahon Saluan	R	SIL	slb							Kahumamahon Saluan	I	L	
slc	Sáliba	A	SIL	slc							Sáliba	I	L	SIL
sld	Sissala	A	SIL	sld							Sissala	I	L	SIL
sle	Sholaga	A	SIL	sle							Sholaga	I	L	SIL
slf	Swiss-Italian Sign Language	A	SIL	slf							Swiss-Italian Sign Language	I	L	SIL
slg	Selungai Murut	A	SIL	slg							Selungai Murut	I	L	SIL
slh	Southern Puget Sound Salish	A	SIL	slh							Southern Puget Sound Salish	I	L	SIL
sli	Lower Silesian	A	SIL	sli							Lower Silesian	I	L	SIL
slj	Salumá	A	SIL	slj							Salumá	I	L	SIL
slk	Slovak	A	JAC	slk	slk	slo	sk	sk			Slovak	I	L	SIL
sll	Salt-Yui	A	SIL	sll							Salt-Yui	I	L	SIL
slm	Pangutaran Sama	A	SIL	slm							Pangutaran Sama	I	L	SIL
sln	Salinan	A	SIL	sln							Salinan	I	E	SIL
slp	Lamaholot	A	SIL	slp							Lamaholot	I	L	SIL
slq	Salchuq	A	SIL	slq							Salchuq	I	L	SIL
slr	Salar	A	SIL	slr							Salar	I	L	SIL
sls	Singapore Sign Language	A	SIL	sls							Singapore Sign Language	I	L	SIL
slt	Sila	A	SIL	slt							Sila	I	L	SIL
slu	Selaru	A	SIL	slu							Selaru	I	L	SIL
slv	Slovenian	A	JAC	slv	slv		sl	sl			Slovenian	I	L	SIL
slw	Sialum	A	SIL	slw							Sialum	I	L	SIL
slx	Salampasu	A	SIL	slx							Salampasu	I	L	SIL
sly	Selayar	A	SIL	sly							Selayar	I	L	SIL
slz	Ma'ya	A	SIL	slz							Ma'ya	I	L	SIL
sma	Southern Sami	A	JAC	sma	sma						Southern Sami	I	L	SIL
smb	Simbari	A	SIL	smb							Simbari	I	L	SIL
smc	Som	A	SIL	smc							Som	I	E	SIL
smd	Sama	A	SIL	smd							Sama	I	L	SIL
sme	Northern Sami	A	JAC	sme	sme		se			se	Northern Sami	I	L	SIL
smf	Auwe	A	SIL	smf							Auwe	I	L	SIL
smg	Simbali	A	SIL	smg							Simbali	I	L	SIL
smh	Samei	A	SIL	smh							Samei	I	L	SIL
smj	Lule Sami	A	JAC	smj	smj						Lule Sami	I	L	SIL
smk	Bolinao	A	SIL	smk							Bolinao	I	L	SIL
sml	Central Sama	A	SIL	sml							Central Sama	I	L	SIL
smm	Musasa	A	SIL	smm							Musasa	I	L	SIL
smn	Inari Sami	A	JAC	smn	smn						Inari Sami	I	L	SIL
smo	Samoan	A	JAC	smo	smo		sm	sm			Samoan	I	L	SIL
smp	Samaritan	A	SIL	smp							Samaritan	I	E	SIL
smq	Samo	A	SIL	smq							Samo	I	L	SIL
smr	Simeulue	A	SIL	smr							Simeulue	I	L	SIL
sms	Skolt Sami	A	JAC	sms	sms						Skolt Sami	I	L	SIL
smt	Simte	A	SIL	smt							Simte	I	L	SIL
smu	Somray	A	SIL	smu							Somray	I	E	SIL
smv	Samvedi	A	SIL	smv							Samvedi	I	L	SIL
smw	Sumbawa	A	SIL	smw							Sumbawa	I	L	SIL
smx	Samba	A	SIL	smx							Samba	I	L	SIL
smy	Semnani	A	SIL	smy							Semnani	I	L	SIL
smz	Simeku	A	SIL	smz							Simeku	I	L	SIL
sna	Shona	A	JAC	sna	sna		sn	sn			Shona	I	L	SIL
snb	Sebuyau	A	SIL	snb							Sebuyau	I	L	SIL
snc	Sinaugoro	A	SIL	snc							Sinaugoro	I	L	SIL
snd	Sindhi	A	JAC	snd	snd		sd	sd			Sindhi	I	L	SIL
sne	Bau Bidayuh	A	SIL	sne							Bau Bidayuh	I	L	SIL
snf	Noon	A	SIL	snf							Noon	I	L	SIL
sng	Sanga (Democratic Republic of Congo)	A	SIL	sng							Sanga (Democratic Republic of Congo)	I	L	SIL
snh	Shinabo	A	SIL	snh							Shinabo	I	E	SIL
sni	Sensi	A	SIL	sni							Sensi	I	E	SIL
snj	Riverain Sango	A	SIL	snj							Riverain Sango	I	L	SIL
snk	Soninke	A	JAC	snk	snk						Soninke	I	L	SIL
snl	Sangil	A	SIL	snl							Sangil	I	L	SIL
snm	Southern Ma'di	A	SIL	snm							Southern Ma'di	I	L	SIL
snn	Siona	A	SIL	snn							Siona	I	L	SIL
sno	Snohomish	A	SIL	sno							Snohomish	I	L	SIL
snp	Siane	A	SIL	snp							Siane	I	L	SIL
snq	Sangu (Gabon)	A	SIL	snq							Sangu (Gabon)	I	L	SIL
snr	Sihan	A	SIL	snr							Sihan	I	L	SIL
sns	South West Bay	A	SIL	sns							South West Bay	I	L	SIL
snu	Senggi	A	SIL	snu							Senggi	I	L	SIL
snv	Sa'ban	A	SIL	snv							Sa'ban	I	L	SIL
snw	Selee	A	SIL	snw							Selee	I	L	SIL
snx	Sam	A	SIL	snx							Sam	I	L	SIL
sny	Saniyo-Hiyewe	A	SIL	sny							Saniyo-Hiyewe	I	L	SIL
snz	Sinsauru	A	SIL	snz							Sinsauru	I	L	SIL
soa	Thai Song	A	SIL	soa							Thai Song	I	L	SIL
sob	Sobei	A	SIL	sob							Sobei	I	L	SIL
soc	So (Democratic Republic of Congo)	A	SIL	soc							So (Democratic Republic of Congo)	I	L	SIL
sod	Songoora	A	SIL	sod							Songoora	I	L	SIL
soe	Songomeno	A	SIL	soe							Songomeno	I	L	SIL
sog	Sogdian	A	JAC	sog	sog						Sogdian	I	A	LL
soh	Aka	A	SIL	soh							Aka	I	L	SIL
soi	Sonha	A	SIL	soi							Sonha	I	L	SIL
soj	Soi	A	SIL	soj							Soi	I	L	SIL
sok	Sokoro	A	SIL	sok							Sokoro	I	L	SIL
sol	Solos	A	SIL	sol							Solos	I	L	SIL
som	Somali	A	JAC	som	som		so	so			Somali	I	L	SIL
soo	Songo	A	SIL	soo							Songo	I	L	SIL
sop	Songe	A	SIL	sop							Songe	I	L	SIL
soq	Kanasi	A	SIL	soq							Kanasi	I	L	SIL
sor	Somrai	A	SIL	sor							Somrai	I	L	SIL
sos	Seeku	A	SIL	sos							Seeku	I	L	SIL
sot	Southern Sotho	A	JAC	sot	sot		st	st			Southern Sotho	I	L	SIL
sou	Southern Thai	A	SIL	sou							Southern Thai	I	L	SIL
sov	Sonsorol	A	SIL	sov							Sonsorol	I	L	SIL
sow	Sowanda	A	SIL	sow							Sowanda	I	L	SIL
sox	Swo	A	SIL	sox							Swo	I	L	SIL
soy	Miyobe	A	SIL	soy							Miyobe	I	L	SIL
soz	Temi	A	SIL	soz							Temi	I	L	SIL
spa	Spanish	A	JAC	spa	spa		es	es			Spanish	I	L	SIL
spb	Sepa (Indonesia)	A	SIL	spb							Sepa (Indonesia)	I	L	SIL
spc	Sapé	A	SIL	spc							Sapé	I	L	SIL
spd	Saep	A	SIL	spd							Saep	I	L	SIL
spe	Sepa (Papua New Guinea)	A	SIL	spe							Sepa (Papua New Guinea)	I	L	SIL
spg	Sian	A	SIL	spg							Sian	I	L	SIL
spi	Saponi	A	SIL	spi							Saponi	I	L	SIL
spk	Sengo	A	SIL	spk							Sengo	I	L	SIL
spl	Selepet	A	SIL	spl							Selepet	I	L	SIL
spm	Akukem	A	SIL	spm							Akukem	I	L	SIL
spo	Spokane	A	SIL	spo							Spokane	I	L	SIL
spp	Supyire Senoufo	A	SIL	spp							Supyire Senoufo	I	L	SIL
spq	Loreto-Ucayali Spanish	A	SIL	spq							Loreto-Ucayali Spanish	I	L	SIL
spr	Saparua	A	SIL	spr							Saparua	I	L	SIL
sps	Saposa	A	SIL	sps							Saposa	I	L	SIL
spt	Spiti Bhoti	A	SIL	spt							Spiti Bhoti	I	L	SIL
spu	Sapuan	A	SIL	spu							Sapuan	I	L	SIL
spx	South Picene	A	LL	spx							South Picene	I	A	
sqa	Shama-Sambuga	A	SIL	sqa							Shama-Sambuga	I	L	SIL
sqh	Shau	A	SIL	sqh							Shau	I	L	SIL
sqi	Albanian	A	SIL	aae							Arbëreshë Albanian	I	L	SIL
sqi	Albanian	A	SIL	aat							Arvanitika Albanian	I	L	SIL
sqi	Albanian	A	SIL	aln							Gheg Albanian	I	L	SIL
sqi	Albanian	A	SIL	als							Tosk Albanian	I	L	SIL
sqi	Albanian	A	JAC	sqi	sqi	alb	sq	sq			Albanian	M	L	
sqk	Albanian Sign Language	A	SIL	sqk							Albanian Sign Language	I	L	
sqm	Suma	A	SIL	sqm							Suma	I	L	SIL
sqn	Susquehannock	A	LL	sqn							Susquehannock	I	E	
sqo	Sorkhei	A	SIL	sqo							Sorkhei	I	L	SIL
sqq	Sou	A	SIL	sqq							Sou	I	L	SIL
sqr	Siculo Arabic	A	LL	sqr							Siculo Arabic	I	H	
sqs	Sri Lankan Sign Language	A	SIL	sqs							Sri Lankan Sign Language	I	L	SIL
sqt	Soqotri	A	SIL	sqt							Soqotri	I	L	SIL
squ	Squamish	A	SIL	squ							Squamish	I	L	SIL
sra	Saruga	A	SIL	sra							Saruga	I	L	SIL
srb	Sora	A	SIL	srb							Sora	I	L	SIL
srd	Sardinian	A	SIL	sdc							Sassarese Sardinian	I	L	SIL
srd	Sardinian	A	SIL	sdn							Gallurese Sardinian	I	L	SIL
srd	Sardinian	A	SIL	src							Logudorese Sardinian	I	L	SIL
srd	Sardinian	A	JAC	srd	srd		sc			sc	Sardinian	M	L	
srd	Sardinian	A	SIL	sro							Campidanese Sardinian	I	L	SIL
sre	Sara	A	SIL	sre							Sara	I	L	SIL
srf	Nafi	A	SIL	srf							Nafi	I	L	SIL
srg	Sulod	A	SIL	srg							Sulod	I	L	SIL
srh	Sarikoli	A	SIL	srh							Sarikoli	I	L	SIL
sri	Siriano	A	SIL	sri							Siriano	I	L	SIL
srj	Serawai	R	SIL	srj							Serawai	I	L	
srk	Serudung Murut	A	SIL	srk							Serudung Murut	I	L	SIL
srl	Isirawa	A	SIL	srl							Isirawa	I	L	SIL
srm	Saramaccan	A	SIL	srm							Saramaccan	I	L	SIL
srn	Sranan Tongo	A	JAC	srn	srn						Sranan Tongo	I	L	SIL
srq	Sirionó	A	SIL	srq							Sirionó	I	L	SIL
srr	Serer	A	JAC	srr	srr						Serer	I	L	SIL
srs	Sarsi	A	SIL	srs							Sarsi	I	L	SIL
srt	Sauri	A	SIL	srt							Sauri	I	L	SIL
sru	Suruí	A	SIL	sru							Suruí	I	L	SIL
srv	Southern Sorsoganon	A	SIL	srv							Southern Sorsoganon	I	L	SIL
srw	Serua	A	SIL	srw							Serua	I	L	SIL
srx	Sirmauri	A	SIL	srx							Sirmauri	I	L	SIL
sry	Sera	A	SIL	sry							Sera	I	L	SIL
srz	Shahmirzadi	A	SIL	srz							Shahmirzadi	I	L	SIL
ssb	Southern Sama	A	SIL	ssb							Southern Sama	I	L	SIL
ssc	Suba-Simbiti	A	SIL	ssc							Suba-Simbiti	I	L	SIL
ssd	Siroi	A	SIL	ssd							Siroi	I	L	SIL
sse	Balangingi	A	SIL	sse							Balangingi	I	L	SIL
ssf	Thao	A	SIL	ssf							Thao	I	L	SIL
ssg	Seimat	A	SIL	ssg							Seimat	I	L	SIL
ssi	Sansi	A	SIL	ssi							Sansi	I	L	SIL
ssj	Sausi	A	SIL	ssj							Sausi	I	L	SIL
ssk	Sunam	A	SIL	ssk							Sunam	I	L	SIL
ssl	Western Sisaala	A	SIL	ssl							Western Sisaala	I	L	SIL
ssm	Semnam	A	SIL	ssm							Semnam	I	L	SIL
ssn	Waata	A	SIL	ssn							Waata	I	L	SIL
sso	Sissano	A	SIL	sso							Sissano	I	L	SIL
ssp	Spanish Sign Language	A	SIL	ssp							Spanish Sign Language	I	L	SIL
ssq	So'a	A	SIL	ssq							So'a	I	L	SIL
ssr	Swiss-French Sign Language	A	SIL	ssr							Swiss-French Sign Language	I	L	SIL
sss	Sô	A	SIL	sss							Sô	I	L	SIL
sst	Sinasina	A	SIL	sst							Sinasina	I	L	SIL
ssu	Susuami	A	SIL	ssu							Susuami	I	L	SIL
ssv	Shark Bay	A	SIL	ssv							Shark Bay	I	L	SIL
ssw	Swati	A	JAC	ssw	ssw		ss	ss			Swati	I	L	SIL
ssx	Samberigi	A	SIL	ssx							Samberigi	I	L	SIL
ssy	Saho	A	SIL	ssy							Saho	I	L	SIL
ssz	Sengseng	A	SIL	ssz							Sengseng	I	L	SIL
sta	Settla	A	SIL	sta							Settla	I	L	SIL
stb	Northern Subanen	A	SIL	stb							Northern Subanen	I	L	SIL
stc	Santa Cruz	R	SIL	stc							Santa Cruz	I	L	
