Final_Code	Final_Name	Status	Partner_Agency	639_3	639_2	639_2_B	639_1	Common_Twitter_Wiki_Code	Twitter_CLD_Only_Code	Wiki_Only_Code	Reference_Name	Element_Scope	Language_Type	Documentation
aky	Aka-Kol	A	SIL	aky							Aka-Kol	I	E	SIL
akz	Alabama	A	SIL	akz							Alabama	I	L	SIL
ala	Alago	A	SIL	ala							Alago	I	L	SIL
alc	Qawasqar	A	SIL	alc							Qawasqar	I	L	SIL
ald	Alladian	A	SIL	ald							Alladian	I	L	SIL
ale	Aleut	A	JAC	ale	ale						Aleut	I	L	SIL
alf	Alege	A	SIL	alf							Alege	I	L	SIL
alh	Alawa	A	SIL	alh							Alawa	I	L	SIL
ali	Amaimon	A	SIL	ali							Amaimon	I	L	SIL
alj	Alangan	A	SIL	alj							Alangan	I	L	SIL
alk	Alak	A	SIL	alk							Alak	I	L	SIL
all	Allar	A	SIL	all							Allar	I	L	SIL
alm	Amblong	A	SIL	alm							Amblong	I	L	SIL
alo	Larike-Wakasihu	A	SIL	alo							Larike-Wakasihu	I	L	SIL
alp	Alune	A	SIL	alp							Alune	I	L	SIL
alq	Algonquin	A	SIL	alq							Algonquin	I	L	SIL
alr	Alutor	A	SIL	alr							Alutor	I	L	SIL
alt	Southern Altai	A	JAC	alt	alt						Southern Altai	I	L	SIL
alu	'Are'are	A	SIL	alu							'Are'are	I	L	SIL
alw	Alaba-K’abeena	A	SIL	alw							Alaba-K’abeena	I	L	SIL
alx	Amol	A	SIL	alx							Amol	I	L	SIL
aly	Alyawarr	A	SIL	aly							Alyawarr	I	L	SIL
alz	Alur	A	SIL	alz							Alur	I	L	SIL
ama	Amanayé	A	SIL	ama							Amanayé	I	E	SIL
amb	Ambo	A	SIL	amb							Ambo	I	L	SIL
amc	Amahuaca	A	SIL	amc							Amahuaca	I	L	SIL
amd	Amapá Creole	R	SIL	amd							Amapá Creole	I	L	
ame	Yanesha'	A	SIL	ame							Yanesha'	I	L	SIL
amf	Hamer-Banna	A	SIL	amf							Hamer-Banna	I	L	SIL
amg	Amurdak	A	SIL	amg							Amurdak	I	L	SIL
amh	Amharic	A	JAC	amh	amh		am	am			Amharic	I	L	SIL
ami	Amis	A	SIL	ami							Amis	I	L	SIL
amj	Amdang	A	SIL	amj							Amdang	I	L	SIL
amk	Ambai	A	SIL	amk							Ambai	I	L	SIL
aml	War-Jaintia	A	SIL	aml							War-Jaintia	I	L	SIL
amm	Ama (Papua New Guinea)	A	SIL	amm							Ama (Papua New Guinea)	I	L	SIL
amn	Amanab	A	SIL	amn							Amanab	I	L	SIL
amo	Amo	A	SIL	amo							Amo	I	L	SIL
amp	Alamblak	A	SIL	amp							Alamblak	I	L	SIL
amq	Amahai	A	SIL	amq							Amahai	I	L	SIL
amr	Amarakaeri	A	SIL	amr							Amarakaeri	I	L	SIL
ams	Southern Amami-Oshima	A	SIL	ams							Southern Amami-Oshima	I	L	SIL
amt	Amto	A	SIL	amt							Amto	I	L	SIL
amu	Guerrero Amuzgo	A	SIL	amu							Guerrero Amuzgo	I	L	SIL
amv	Ambelau	A	SIL	amv							Ambelau	I	L	SIL
amw	Western Neo-Aramaic	A	SIL	amw							Western Neo-Aramaic	I	L	SIL
amx	Anmatyerre	A	SIL	amx							Anmatyerre	I	L	SIL
amy	Ami	A	SIL	amy							Ami	I	L	SIL
amz	Atampaya	A	SIL	amz							Atampaya	I	E	SIL
ana	Andaqui	A	SIL	ana							Andaqui	I	E	SIL
anb	Andoa	A	SIL	anb							Andoa	I	E	SIL
anc	Ngas	A	SIL	anc							Ngas	I	L	SIL
and	Ansus	A	SIL	and							Ansus	I	L	SIL
ane	Xârâcùù	A	SIL	ane							Xârâcùù	I	L	SIL
anf	Animere	A	SIL	anf							Animere	I	L	SIL
ang	Old English (ca. 450-1100)	A	JAC	ang	ang						Old English (ca. 450-1100)	I	H	LL
anh	Nend	A	SIL	anh							Nend	I	L	SIL
ani	Andi	A	SIL	ani							Andi	I	L	SIL
anj	Anor	A	SIL	anj							Anor	I	L	SIL
ank	Goemai	A	SIL	ank							Goemai	I	L	SIL
anl	Anu-Hkongso Chin	A	SIL	anl							Anu-Hkongso Chin	I	L	SIL
anm	Anal	A	SIL	anm							Anal	I	L	SIL
ann	Obolo	A	SIL	ann							Obolo	I	L	SIL
ano	Andoque	A	SIL	ano							Andoque	I	L	SIL
anp	Angika	A	JAC	anp	anp						Angika	I	L	SIL
anq	Jarawa (India)	A	SIL	anq							Jarawa (India)	I	L	SIL
anr	Andh	A	SIL	anr							Andh	I	L	SIL
ans	Anserma	A	SIL	ans							Anserma	I	E	SIL
ant	Antakarinya	A	SIL	ant							Antakarinya	I	L	SIL
anu	Anuak	A	SIL	anu							Anuak	I	L	SIL
anv	Denya	A	SIL	anv							Denya	I	L	SIL
anw	Anaang	A	SIL	anw							Anaang	I	L	SIL
anx	Andra-Hus	A	SIL	anx							Andra-Hus	I	L	SIL
any	Anyin	A	SIL	any							Anyin	I	L	SIL
anz	Anem	A	SIL	anz							Anem	I	L	SIL
aoa	Angolar	A	SIL	aoa							Angolar	I	L	SIL
aob	Abom	A	SIL	aob							Abom	I	L	SIL
aoc	Pemon	A	SIL	aoc							Pemon	I	L	SIL
aod	Andarum	A	SIL	aod							Andarum	I	L	SIL
aoe	Angal Enen	A	SIL	aoe							Angal Enen	I	L	SIL
aof	Bragat	A	SIL	aof							Bragat	I	L	SIL
aog	Angoram	A	SIL	aog							Angoram	I	L	SIL
aoh	Arma	A	SIL	aoh							Arma	I	E	SIL
aoi	Anindilyakwa	A	SIL	aoi							Anindilyakwa	I	L	SIL
aoj	Mufian	A	SIL	aoj							Mufian	I	L	SIL
aok	Arhö	A	SIL	aok							Arhö	I	L	SIL
aol	Alor	A	SIL	aol							Alor	I	L	SIL
aom	Ömie	A	SIL	aom							Ömie	I	L	SIL
aon	Bumbita Arapesh	A	SIL	aon							Bumbita Arapesh	I	L	SIL
aor	Aore	A	SIL	aor							Aore	I	E	SIL
aos	Taikat	A	SIL	aos							Taikat	I	L	SIL
aot	A'tong	A	SIL	aot							A'tong	I	L	SIL
aou	A'ou	A	SIL	aou							A'ou	I	L	
aox	Atorada	A	SIL	aox							Atorada	I	L	SIL
aoz	Uab Meto	A	SIL	aoz							Uab Meto	I	L	SIL
apb	Sa'a	A	SIL	apb							Sa'a	I	L	SIL
ape	Bukiyip	A	SIL	ape							Bukiyip	I	L	SIL
apf	Pahanan Agta	A	SIL	apf							Pahanan Agta	I	L	
apg	Ampanang	A	SIL	apg							Ampanang	I	L	SIL
aph	Athpariya	A	SIL	aph							Athpariya	I	L	SIL
api	Apiaká	A	SIL	api							Apiaká	I	L	SIL
apj	Jicarilla Apache	A	SIL	apj							Jicarilla Apache	I	L	SIL
apk	Kiowa Apache	A	SIL	apk							Kiowa Apache	I	L	SIL
apl	Lipan Apache	A	SIL	apl							Lipan Apache	I	L	SIL
apm	Mescalero-Chiricahua Apache	A	SIL	apm							Mescalero-Chiricahua Apache	I	L	SIL
apn	Apinayé	A	SIL	apn							Apinayé	I	L	SIL
apo	Ambul	A	SIL	apo							Ambul	I	L	SIL
app	Apma	A	SIL	app							Apma	I	L	SIL
apq	A-Pucikwar	A	SIL	apq							A-Pucikwar	I	L	SIL
apr	Arop-Lokep	A	SIL	apr							Arop-Lokep	I	L	SIL
aps	Arop-Sissano	A	SIL	aps							Arop-Sissano	I	L	SIL
apt	Apatani	A	SIL	apt							Apatani	I	L	SIL
apu	Apurinã	A	SIL	apu							Apurinã	I	L	SIL
apv	Alapmunte	A	LL	apv							Alapmunte	I	E	
apw	Western Apache	A	SIL	apw							Western Apache	I	L	SIL
apx	Aputai	A	SIL	apx							Aputai	I	L	SIL
apy	Apalaí	A	SIL	apy							Apalaí	I	L	SIL
apz	Safeyoka	A	SIL	apz							Safeyoka	I	L	SIL
aqc	Archi	A	SIL	aqc							Archi	I	L	SIL
aqd	Ampari Dogon	A	SIL	aqd							Ampari Dogon	I	L	
aqg	Arigidi	A	SIL	aqg							Arigidi	I	L	SIL
aqm	Atohwaim	A	SIL	aqm							Atohwaim	I	L	SIL
aqn	Northern Alta	A	SIL	aqn							Northern Alta	I	L	SIL
aqp	Atakapa	A	SIL	aqp							Atakapa	I	E	SIL
aqr	Arhâ	A	SIL	aqr							Arhâ	I	L	SIL
aqz	Akuntsu	A	SIL	aqz							Akuntsu	I	L	
ara	Arabic	A	SIL	aao							Algerian Saharan Arabic	I	L	SIL
ara	Arabic	A	SIL	abh							Tajiki Arabic	I	L	SIL
ara	Arabic	A	SIL	abv							Baharna Arabic	I	L	SIL
ara	Arabic	A	SIL	acm							Mesopotamian Arabic	I	L	SIL
ara	Arabic	A	SIL	acq							Ta'izzi-Adeni Arabic	I	L	SIL
ara	Arabic	A	SIL	acw							Hijazi Arabic	I	L	SIL
ara	Arabic	A	SIL	acx							Omani Arabic	I	L	SIL
ara	Arabic	A	SIL	acy							Cypriot Arabic	I	L	SIL
ara	Arabic	A	SIL	adf							Dhofari Arabic	I	L	SIL
ara	Arabic	A	SIL	aeb							Tunisian Arabic	I	L	SIL
ara	Arabic	A	SIL	aec							Saidi Arabic	I	L	SIL
ara	Arabic	A	SIL	afb							Gulf Arabic	I	L	SIL
ara	Arabic	A	SIL	ajp							South Levantine Arabic	I	L	SIL
ara	Arabic	A	SIL	apc							North Levantine Arabic	I	L	SIL
ara	Arabic	A	SIL	apd							Sudanese Arabic	I	L	SIL
ara	Arabic	A	JAC	ara	ara		ar	ar			Arabic	M	L	
ara	Arabic	A	SIL	arb							Standard Arabic	I	L	SIL
ara	Arabic	A	SIL	arq							Algerian Arabic	I	L	SIL
ara	Arabic	A	SIL	ars							Najdi Arabic	I	L	SIL
ara	Arabic	A	SIL	ary							Moroccan Arabic	I	L	SIL
ara	Arabic	A	SIL	arz						arz	Egyptian Arabic	I	L	SIL
ara	Arabic	A	SIL	auz							Uzbeki Arabic	I	L	SIL
ara	Arabic	A	SIL	avl							Eastern Egyptian Bedawi Arabic	I	L	SIL
ara	Arabic	A	SIL	ayh							Hadrami Arabic	I	L	SIL
ara	Arabic	A	SIL	ayl							Libyan Arabic	I	L	SIL
ara	Arabic	A	SIL	ayn							Sanaani Arabic	I	L	SIL
ara	Arabic	A	SIL	ayp							North Mesopotamian Arabic	I	L	SIL
ara	Arabic	A	SIL	bbz							Babalia Creole Arabic	I	L	SIL
ara	Arabic	A	SIL	pga							Sudanese Creole Arabic	I	L	SIL
ara	Arabic	A	SIL	shu							Chadian Arabic	I	L	SIL
ara	Arabic	A	SIL	ssh							Shihhi Arabic	I	L	SIL
arc	Official Aramaic (700-300 BCE)	A	JAC	arc	arc						Official Aramaic (700-300 BCE)	I	A	LL
ard	Arabana	A	SIL	ard							Arabana	I	E	SIL
are	Western Arrarnta	A	SIL	are							Western Arrarnta	I	L	SIL
arf	Arafundi	R	SIL	arf							Arafundi	I	L	
arg	Aragonese	A	JAC	arg	arg		an			an	Aragonese	I	L	SIL
arh	Arhuaco	A	SIL	arh							Arhuaco	I	L	SIL
ari	Arikara	A	SIL	ari							Arikara	I	L	SIL
arj	Arapaso	A	SIL	arj							Arapaso	I	E	SIL
ark	Arikapú	A	SIL	ark							Arikapú	I	L	SIL
arl	Arabela	A	SIL	arl							Arabela	I	L	SIL
arn	Mapudungun	A	JAC	arn	arn						Mapudungun	I	L	SIL
aro	Araona	A	SIL	aro							Araona	I	L	SIL
arp	Arapaho	A	JAC	arp	arp						Arapaho	I	L	SIL
arr	Karo (Brazil)	A	SIL	arr							Karo (Brazil)	I	L	SIL
aru	Aruá (Amazonas State)	A	LL	aru							Aruá (Amazonas State)	I	E	
arv	Arbore	A	SIL	arv							Arbore	I	L	SIL
arw	Arawak	A	JAC	arw	arw						Arawak	I	L	SIL
arx	Aruá (Rodonia State)	A	SIL	arx							Aruá (Rodonia State)	I	L	SIL
asa	Asu (Tanzania)	A	SIL	asa							Asu (Tanzania)	I	L	SIL
asb	Assiniboine	A	SIL	asb							Assiniboine	I	L	SIL
asc	Casuarina Coast Asmat	A	SIL	asc							Casuarina Coast Asmat	I	L	SIL
asd	Asas	A	SIL	asd							Asas	I	L	SIL
ase	American Sign Language	A	SIL	ase							American Sign Language	I	L	SIL
asf	Australian Sign Language	A	SIL	asf							Australian Sign Language	I	L	SIL
asg	Cishingini	A	SIL	asg							Cishingini	I	L	SIL
ash	Abishira	A	SIL	ash							Abishira	I	E	SIL
asi	Buruwai	A	SIL	asi							Buruwai	I	L	SIL
asj	Nsari	A	SIL	asj							Nsari	I	L	SIL
ask	Ashkun	A	SIL	ask							Ashkun	I	L	SIL
asl	Asilulu	A	SIL	asl							Asilulu	I	L	SIL
asm	Assamese	A	JAC	asm	asm		as	as			Assamese	I	L	SIL
asn	Xingú Asuriní	A	SIL	asn							Xingú Asuriní	I	L	SIL
aso	Dano	A	SIL	aso							Dano	I	L	SIL
asp	Algerian Sign Language	A	SIL	asp							Algerian Sign Language	I	L	SIL
asq	Austrian Sign Language	A	SIL	asq							Austrian Sign Language	I	L	SIL
asr	Asuri	A	SIL	asr							Asuri	I	L	SIL
ass	Ipulo	A	SIL	ass							Ipulo	I	L	SIL
ast	Asturian	A	JAC	ast	ast						Asturian	I	L	SIL
asu	Tocantins Asurini	A	SIL	asu							Tocantins Asurini	I	L	SIL
asv	Asoa	A	SIL	asv							Asoa	I	L	SIL
asw	Australian Aborigines Sign Language	A	SIL	asw							Australian Aborigines Sign Language	I	L	SIL
asx	Muratayak	A	SIL	asx							Muratayak	I	L	SIL
asy	Yaosakor Asmat	A	SIL	asy							Yaosakor Asmat	I	L	SIL
asz	As	A	SIL	asz							As	I	L	SIL
ata	Pele-Ata	A	SIL	ata							Pele-Ata	I	L	SIL
atb	Zaiwa	A	SIL	atb							Zaiwa	I	L	SIL
atc	Atsahuaca	A	LL	atc							Atsahuaca	I	E	
atd	Ata Manobo	A	SIL	atd							Ata Manobo	I	L	SIL
ate	Atemble	A	SIL	ate							Atemble	I	L	SIL
atf	Atuence	R	SIL	atf							Atuence	I	L	
atg	Ivbie North-Okpela-Arhe	A	SIL	atg							Ivbie North-Okpela-Arhe	I	L	SIL
ati	Attié	A	SIL	ati							Attié	I	L	SIL
atj	Atikamekw	A	SIL	atj							Atikamekw	I	L	SIL
atk	Ati	A	SIL	atk							Ati	I	L	SIL
atl	Mt. Iraya Agta	A	SIL	atl							Mt. Iraya Agta	I	L	SIL
atm	Ata	A	SIL	atm							Ata	I	L	SIL
atn	Ashtiani	A	SIL	atn							Ashtiani	I	L	SIL
ato	Atong	A	SIL	ato							Atong	I	L	SIL
atp	Pudtol Atta	A	SIL	atp							Pudtol Atta	I	L	SIL
atq	Aralle-Tabulahan	A	SIL	atq							Aralle-Tabulahan	I	L	SIL
atr	Waimiri-Atroari	A	SIL	atr							Waimiri-Atroari	I	L	SIL
ats	Gros Ventre	A	SIL	ats							Gros Ventre	I	L	SIL
att	Pamplona Atta	A	SIL	att							Pamplona Atta	I	L	SIL
atu	Reel	A	SIL	atu							Reel	I	L	SIL
atv	Northern Altai	A	SIL	atv							Northern Altai	I	L	SIL
atw	Atsugewi	A	SIL	atw							Atsugewi	I	L	SIL
atx	Arutani	A	SIL	atx							Arutani	I	L	SIL
aty	Aneityum	A	SIL	aty							Aneityum	I	L	SIL
atz	Arta	A	SIL	atz							Arta	I	L	SIL
aua	Asumboa	A	SIL	aua							Asumboa	I	L	SIL
aub	Alugu	A	SIL	aub							Alugu	I	L	SIL
auc	Waorani	A	SIL	auc							Waorani	I	L	SIL
aud	Anuta	A	SIL	aud							Anuta	I	L	SIL
aue	=/Kx'au//'ein	A	SIL	aue							=/Kx'au//'ein	I	L	SIL
aug	Aguna	A	SIL	aug							Aguna	I	L	SIL
auh	Aushi	A	SIL	auh							Aushi	I	L	SIL
aui	Anuki	A	SIL	aui							Anuki	I	L	SIL
auj	Awjilah	A	SIL	auj							Awjilah	I	L	SIL
auk	Heyo	A	SIL	auk							Heyo	I	L	SIL
aul	Aulua	A	SIL	aul							Aulua	I	L	SIL
aum	Asu (Nigeria)	A	SIL	aum							Asu (Nigeria)	I	L	SIL
aun	Molmo One	A	SIL	aun							Molmo One	I	L	SIL
auo	Auyokawa	A	SIL	auo							Auyokawa	I	E	SIL
aup	Makayam	A	SIL	aup							Makayam	I	L	SIL
auq	Anus	A	SIL	auq							Anus	I	L	SIL
aur	Aruek	A	SIL	aur							Aruek	I	L	SIL
aut	Austral	A	SIL	aut							Austral	I	L	SIL
auu	Auye	A	SIL	auu							Auye	I	L	SIL
auv	Auvergnat	R	SIL	auv							Auvergnat	I	L	
auw	Awyi	A	SIL	auw							Awyi	I	L	SIL
aux	Aurá	A	SIL	aux							Aurá	I	E	SIL
auy	Awiyaana	A	SIL	auy							Awiyaana	I	L	SIL
ava	Avaric	A	JAC	ava	ava		av			av	Avaric	I	L	SIL
avb	Avau	A	SIL	avb							Avau	I	L	SIL
avd	Alviri-Vidari	A	SIL	avd							Alviri-Vidari	I	L	SIL
ave	Avestan	A	JAC	ave	ave		ae				Avestan	I	A	
avi	Avikam	A	SIL	avi							Avikam	I	L	SIL
avk	Kotava	A	SIL	avk							Kotava	I	C	
avm	Angkamuthi	A	LL	avm							Angkamuthi	I	E	
avn	Avatime	A	SIL	avn							Avatime	I	L	SIL
avo	Agavotaguerra	A	SIL	avo							Agavotaguerra	I	E	SIL
avs	Aushiri	A	SIL	avs							Aushiri	I	E	SIL
avt	Au	A	SIL	avt							Au	I	L	SIL
avu	Avokaya	A	SIL	avu							Avokaya	I	L	SIL
avv	Avá-Canoeiro	A	SIL	avv							Avá-Canoeiro	I	L	SIL
awa	Awadhi	A	JAC	awa	awa						Awadhi	I	L	SIL
awb	Awa (Papua New Guinea)	A	SIL	awb							Awa (Papua New Guinea)	I	L	SIL
awc	Cicipu	A	SIL	awc							Cicipu	I	L	SIL
awe	Awetí	A	SIL	awe							Awetí	I	L	SIL
awg	Anguthimri	A	LL	awg							Anguthimri	I	E	
awh	Awbono	A	SIL	awh							Awbono	I	L	SIL
awi	Aekyom	A	SIL	awi							Aekyom	I	L	SIL
awk	Awabakal	A	SIL	awk							Awabakal	I	E	SIL
awm	Arawum	A	SIL	awm							Arawum	I	L	SIL
awn	Awngi	A	SIL	awn							Awngi	I	L	SIL
awo	Awak	A	SIL	awo							Awak	I	L	SIL
awr	Awera	A	SIL	awr							Awera	I	L	SIL
aws	South Awyu	A	SIL	aws							South Awyu	I	L	SIL
awt	Araweté	A	SIL	awt							Araweté	I	L	SIL
awu	Central Awyu	A	SIL	awu							Central Awyu	I	L	SIL
awv	Jair Awyu	A	SIL	awv							Jair Awyu	I	L	SIL
aww	Awun	A	SIL	aww							Awun	I	L	SIL
awx	Awara	A	SIL	awx							Awara	I	L	SIL
awy	Edera Awyu	A	SIL	awy							Edera Awyu	I	L	SIL
axb	Abipon	A	SIL	axb							Abipon	I	E	SIL
axe	Ayerrerenge	A	LL	axe							Ayerrerenge	I	E	
axg	Mato Grosso Arára	A	SIL	axg							Mato Grosso Arára	I	E	SIL
axk	Yaka (Central African Republic)	A	SIL	axk							Yaka (Central African Republic)	I	L	SIL
axm	Middle Armenian	A	LL	axm							Middle Armenian	I	H	
axx	Xaragure	A	SIL	axx							Xaragure	I	L	SIL
aya	Awar	A	SIL	aya							Awar	I	L	SIL
ayb	Ayizo Gbe	A	SIL	ayb							Ayizo Gbe	I	L	SIL
ayd	Ayabadhu	A	SIL	ayd							Ayabadhu	I	E	SIL
aye	Ayere	A	SIL	aye							Ayere	I	L	SIL
ayg	Ginyanga	A	SIL	ayg							Ginyanga	I	L	SIL
ayi	Leyigha	A	SIL	ayi							Leyigha	I	L	SIL
ayk	Akuku	A	SIL	ayk							Akuku	I	L	SIL
aym	Aymara	A	SIL	ayc							Southern Aymara	I	L	SIL
aym	Aymara	A	JAC	aym	aym		ay	ay			Aymara	M	L	
aym	Aymara	A	SIL	ayr							Central Aymara	I	L	SIL
ayo	Ayoreo	A	SIL	ayo							Ayoreo	I	L	SIL
ayq	Ayi (Papua New Guinea)	A	SIL	ayq							Ayi (Papua New Guinea)	I	L	SIL
ays	Sorsogon Ayta	A	SIL	ays							Sorsogon Ayta	I	L	SIL
ayt	Magbukun Ayta	A	SIL	ayt							Magbukun Ayta	I	L	SIL
ayu	Ayu	A	SIL	ayu							Ayu	I	L	SIL
ayx	Ayi (China)	R	SIL	ayx							Ayi (China)	I	L	
ayy	Tayabas Ayta	A	SIL	ayy							Tayabas Ayta	I	E	SIL
ayz	Mai Brat	A	SIL	ayz							Mai Brat	I	L	SIL
aza	Azha	A	SIL	aza							Azha	I	L	SIL
azd	Eastern Durango Nahuatl	A	SIL	azd							Eastern Durango Nahuatl	I	L	
aze	Azerbaijani	A	SIL	azb							South Azerbaijani	I	L	SIL
aze	Azerbaijani	A	JAC	aze	aze		az	az			Azerbaijani	M	L	
aze	Azerbaijani	A	SIL	azj							North Azerbaijani	I	L	SIL
azg	San Pedro Amuzgos Amuzgo	A	SIL	azg							San Pedro Amuzgos Amuzgo	I	L	SIL
azm	Ipalapa Amuzgo	A	SIL	azm							Ipalapa Amuzgo	I	L	SIL
azn	Western Durango Nahuatl	A	SIL	azn							Western Durango Nahuatl	I	L	
azo	Awing	A	SIL	azo							Awing	I	L	SIL
azr	Adzera	R	SIL	azr							Adzera	I	L	
azt	Faire Atta	A	SIL	azt							Faire Atta	I	L	SIL
azz	Highland Puebla Nahuatl	A	SIL	azz							Highland Puebla Nahuatl	I	L	SIL
baa	Babatana	A	SIL	baa							Babatana	I	L	SIL
bab	Bainouk-Gunyuño	A	SIL	bab							Bainouk-Gunyuño	I	L	SIL
bac	Badui	A	SIL	bac							Badui	I	L	SIL
bae	Baré	A	SIL	bae							Baré	I	E	SIL
baf	Nubaca	A	SIL	baf							Nubaca	I	L	SIL
bag	Tuki	A	SIL	bag							Tuki	I	L	SIL
bah	Bahamas Creole English	A	SIL	bah							Bahamas Creole English	I	L	SIL
baj	Barakai	A	SIL	baj							Barakai	I	L	SIL
bak	Bashkir	A	JAC	bak	bak		ba	ba			Bashkir	I	L	SIL
bal	Baluchi	A	JAC	bal	bal						Baluchi	M	L	
bal	Baluchi	A	SIL	bcc							Southern Balochi	I	L	SIL
bal	Baluchi	A	SIL	bgn							Western Balochi	I	L	SIL
bal	Baluchi	A	SIL	bgp							Eastern Balochi	I	L	SIL
bam	Bambara	A	JAC	bam	bam		bm			bm	Bambara	I	L	SIL
ban	Balinese	A	JAC	ban	ban						Balinese	I	L	SIL
bao	Waimaha	A	SIL	bao							Waimaha	I	L	SIL
bap	Bantawa	A	SIL	bap							Bantawa	I	L	SIL
bar	Bavarian	A	SIL	bar							Bavarian	I	L	SIL
bas	Basa (Cameroon)	A	JAC	bas	bas						Basa (Cameroon)	I	L	SIL
bau	Bada (Nigeria)	A	SIL	bau							Bada (Nigeria)	I	L	SIL
bav	Vengo	A	SIL	bav							Vengo	I	L	SIL
baw	Bambili-Bambui	A	SIL	baw							Bambili-Bambui	I	L	SIL
bax	Bamun	A	SIL	bax							Bamun	I	L	SIL
bay	Batuley	A	SIL	bay							Batuley	I	L	SIL
baz	Tunen	R	SIL	baz							Tunen	I	L	
bba	Baatonum	A	SIL	bba							Baatonum	I	L	SIL
bbb	Barai	A	SIL	bbb							Barai	I	L	SIL
bbc	Batak Toba	A	SIL	bbc							Batak Toba	I	L	SIL
bbd	Bau	A	SIL	bbd							Bau	I	L	SIL
bbe	Bangba	A	SIL	bbe							Bangba	I	L	SIL
bbf	Baibai	A	SIL	bbf							Baibai	I	L	SIL
bbg	Barama	A	SIL	bbg							Barama	I	L	SIL
bbh	Bugan	A	SIL	bbh							Bugan	I	L	SIL
bbi	Barombi	A	SIL	bbi							Barombi	I	L	SIL
bbj	Ghomálá'	A	SIL	bbj							Ghomálá'	I	L	SIL
bbk	Babanki	A	SIL	bbk							Babanki	I	L	SIL
bbl	Bats	A	SIL	bbl							Bats	I	L	SIL
bbm	Babango	A	SIL	bbm							Babango	I	L	SIL
bbn	Uneapa	A	SIL	bbn							Uneapa	I	L	SIL
bbo	Northern Bobo Madaré	A	SIL	bbo							Northern Bobo Madaré	I	L	SIL
bbp	West Central Banda	A	SIL	bbp							West Central Banda	I	L	SIL
bbq	Bamali	A	SIL	bbq							Bamali	I	L	SIL
bbr	Girawa	A	SIL	bbr							Girawa	I	L	SIL
bbs	Bakpinka	A	SIL	bbs							Bakpinka	I	L	SIL
bbt	Mburku	A	SIL	bbt							Mburku	I	L	SIL
bbu	Kulung (Nigeria)	A	SIL	bbu							Kulung (Nigeria)	I	L	SIL
bbv	Karnai	A	SIL	bbv							Karnai	I	L	SIL
bbw	Baba	A	SIL	bbw							Baba	I	L	SIL
bbx	Bubia	A	SIL	bbx							Bubia	I	L	SIL
bby	Befang	A	SIL	bby							Befang	I	L	SIL
bca	Central Bai	A	SIL	bca							Central Bai	I	L	SIL
bcb	Bainouk-Samik	A	SIL	bcb							Bainouk-Samik	I	L	SIL
bcd	North Babar	A	SIL	bcd							North Babar	I	L	SIL
bce	Bamenyam	A	SIL	bce							Bamenyam	I	L	SIL
bcf	Bamu	A	SIL	bcf							Bamu	I	L	SIL
bcg	Baga Binari	A	SIL	bcg							Baga Binari	I	L	SIL
bch	Bariai	A	SIL	bch							Bariai	I	L	SIL
bci	Baoulé	A	SIL	bci							Baoulé	I	L	SIL
bcj	Bardi	A	SIL	bcj							Bardi	I	L	SIL
bck	Bunaba	A	SIL	bck							Bunaba	I	L	SIL
bcm	Bannoni	A	SIL	bcm							Bannoni	I	L	SIL
bcn	Bali (Nigeria)	A	SIL	bcn							Bali (Nigeria)	I	L	SIL
bco	Kaluli	A	SIL	bco							Kaluli	I	L	SIL
bcp	Bali (Democratic Republic of Congo)	A	SIL	bcp							Bali (Democratic Republic of Congo)	I	L	SIL
bcq	Bench	A	SIL	bcq							Bench	I	L	SIL
bcr	Babine	A	SIL	bcr							Babine	I	L	SIL
bcs	Kohumono	A	SIL	bcs							Kohumono	I	L	SIL
bct	Bendi	A	SIL	bct							Bendi	I	L	SIL
bcu	Awad Bing	A	SIL	bcu							Awad Bing	I	L	SIL
bcv	Shoo-Minda-Nye	A	SIL	bcv							Shoo-Minda-Nye	I	L	SIL
bcw	Bana	A	SIL	bcw							Bana	I	L	SIL
bcx	Pamona	R	SIL	bcx							Pamona	I	L	
bcy	Bacama	A	SIL	bcy							Bacama	I	L	SIL
bcz	Bainouk-Gunyaamolo	A	SIL	bcz							Bainouk-Gunyaamolo	I	L	SIL
bda	Bayot	A	SIL	bda							Bayot	I	L	SIL
bdb	Basap	A	SIL	bdb							Basap	I	L	SIL
bdc	Emberá-Baudó	A	SIL	bdc							Emberá-Baudó	I	L	SIL
bdd	Bunama	A	SIL	bdd							Bunama	I	L	SIL
bde	Bade	A	SIL	bde							Bade	I	L	SIL
bdf	Biage	A	SIL	bdf							Biage	I	L	
bdg	Bonggi	A	SIL	bdg							Bonggi	I	L	SIL
bdh	Baka (Sudan)	A	SIL	bdh							Baka (Sudan)	I	L	SIL
bdi	Burun	A	SIL	bdi							Burun	I	L	SIL
bdj	Bai	A	SIL	bdj							Bai	I	L	SIL
bdk	Budukh	A	SIL	bdk							Budukh	I	L	SIL
bdl	Indonesian Bajau	A	SIL	bdl							Indonesian Bajau	I	L	SIL
bdm	Buduma	A	SIL	bdm							Buduma	I	L	SIL
bdn	Baldemu	A	SIL	bdn							Baldemu	I	L	SIL
bdo	Morom	A	SIL	bdo							Morom	I	L	SIL
bdp	Bende	A	SIL	bdp							Bende	I	L	SIL
bdq	Bahnar	A	SIL	bdq							Bahnar	I	L	SIL
bdr	West Coast Bajau	A	SIL	bdr							West Coast Bajau	I	L	SIL
